통합키,회사명,공고제목,직무,직무상세,직무키워드,담당업무,자격요건,우대사항,직종,업종,직급직책,근무시간,급여,채용인원,채용인원구분,학력,상세주소,경력구분,최소연차,고용형태표준,시도,시군구,기술스택,마감일,마감구분,게재사이트수,게재사이트,대표URL,전체URL,수집시각,부산판정근거,부산판정확실도
KR2026090700020697,메드월병원,[메드윌병원] 영양과 조리사 채용 (5시~14시30분),조리사,,,,,,,의료(진료과목별),,,,1,명시,학력무관,,무관,0,정규직,부산,금정구,,2026-09-09,기한,2,"사람인, 부산일자리정보망",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810363,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810363 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54877670,2026-09-07 22:43:34,시도=부산,강
KR2026090700020698,(주)알에이아이엔티,"(주)알에이아이엔티 경영지원팀 경력사원 채용(수/발주,ERP재고)","경영지원, 사원, 경력사원",,,,,,,기타제조업,,,,1,명시,대학교(4년)↑,,경력,5,정규직,부산,수영구,,2033-12-31,기한,2,"사람인, 부산일자리정보망",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810362,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810362 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54742693,2026-09-07 22:43:34,시도=부산,강
KR2026090700020699,(주)세림켐텍,건설자재시험원을 모집합니다.,시험,,,,,,,기타제조업,,,,1,명시,,,무관,0,정규직,부산,기장군,,2026-09-27,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810359,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810359,2026-09-07 22:43:34,시도=부산,강
KR2026090700020700,탱커토탈서비스,"(경력무관)선박 특수 장비 서비스· 수리, 부품 보급 관리","선박, 수리",,,,,,,시설관리·경비·용역,,,,1,명시,,,무관,0,정규직,부산,사하구,,2026-10-27,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810358,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810358,2026-09-07 22:43:34,시도=부산,강
KR2026090700020701,(주)제이엠신용정보,직원모집 채권추심 제이엠신용정보 유튜브 돈도,직원,,,,,,,협회·단체,,,,1,명시,,,무관,0,계약직,부산,해운대구,,2033-12-31,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810357,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810357,2026-09-07 22:43:34,시도=부산,강
KR2026090700020702,(주)신한서브,신한카드_부산센터_9월 08일 교육,교육,,,,,,,증권·보험·카드,,,,1,명시,학력무관,,무관,0,정규직,부산,남구,,2026-09-15,기한,2,"사람인, 부산일자리정보망",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810356,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810356 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54877887,2026-09-07 22:43:34,시도=부산,강
KR2026090700020703,에스디파트너스,[부산/주5일]중소기업 인사총무 경력직 채용,"인사, 총무",,,,,,,시설관리·경비·용역,,,,1,명시,대학교(4년)↑,,무관,0,정규직,부산,해운대구,,2026-09-27,기한,2,"사람인, 부산일자리정보망",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810355,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810355 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54877435,2026-09-07 22:43:34,시도=부산,강
KR2026090700020704,부산메디칼내과의원,부산메디칼내과의원 방사선사 모집,방사선사,,,,,,,의료(병원종류별),,,,1,명시,학력무관,,무관,0,정규직,부산,연제구,,2026-09-27,기한,2,"사람인, 부산일자리정보망",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810353,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810353 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54877939,2026-09-07 22:43:34,시도=부산,강
KR2026090700020705,㈜키로,"플랫화이트 물류팀장, WMS 구축 리드 채용 건","물류, 팀장, 물류팀장, 상품기획, 창고관리, 물류센터, 전자상거래, 재고관리, 쇼핑몰, 오픈마켓, 소셜커머스",플랫화이트_물류팀장&WMS 구축 리드 채용 건,,,경력 경력 (5년이상) 학력 학력무관,,,침구 및 관련제품 제조업,,주5일(월~금) 09:00 ~ 18:00,회사 내규에 따름 (면접 후 결정),1,명시,학력무관,부산 부산진구 만리산로100번길 3 (범천동) 1층 지도보기,경력,5,정규직,부산,부산진구,,2026-11-06,기한,3,"잡코리아, 사람인, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49942454?rPageCode=SL&logpath=21&sn=6&sc=611,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810352 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54877967 | https://www.jobkorea.co.kr/Recruit/GI_Read/49942454?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-08 14:58:41,시도=부산,강
KR2026090700020706,(주)금택,해운대 미포 RIPPLETOWN COFFEE에서 바리스타 팀원을 모집합니다,바리스타,,,,,,,외식업·식음료,,,,1,명시,고졸↑,,경력,,정규직,부산,해운대구,,2026-09-27,기한,2,"사람인, 부산일자리정보망",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810351,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810351 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54877976,2026-09-07 22:43:34,시도=부산,강
KR2026090700020707,㈜에스엘바이오텍,[중견기업그룹사] 영남지역 직영/유통점 담당자 채용모집,"영남지역 직영, 유통점, 유통",영남지역 직영/유통점 담당자 채용모집,,및 우대사항 영남팀 - 직영 2개 / 유통 8개 매장 및 판매사원 관리 - 직영유통팀 전체 재고/유통기한 관리 - 직영유통팀 인센티브 판매현황 보고 - 직영유통팀 제품별 판매현황 보고 - 직영유통팀 시음현황 및 결과 보고 - 영남팀 유통기한 임박제품 관리 √,경력 경력 (4년이상) 학력 초대졸이상,기본우대 유관업무 경력자,,식품가공,,주5일(월~금) 09:30 ~ 18:30,회사 내규에 따름 (면접 후 결정),1,명시,초대졸↑,부산 해운대구 우동 1470 에이스하이테크21 지도보기,경력,4,정규직,부산,해운대구,,2026-10-24,기한,3,"잡코리아, 사람인, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49854376,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810346 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=808939 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54846459 | https://www.jobkorea.co.kr/Recruit/GI_Read/49854376 | https://www.jobkorea.co.kr/Recruit/GI_Read/49854376?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 21:22:14,시도=부산,강
KR2026090700020708,프리젠트㈜,유아용품 고객 상담 경력자,온라인 쇼핑몰 CS 팀원 모집,온라인 쇼핑몰 CS 팀원 모집,,"1. 메인업무 : 온라인 쇼핑몰 고객상담(전화, 일반문의, 채널톡 상담 등) - 고객의 문의 사항 및 불편사항(VOC)을 접수하고 담당부서로 신속 · 정확하게 전달합니다. - 고객 상담 내용을 분석 취합하여 개선점을 도출합니다. 2. 부가업무 : 고객 후기 관리 및 모니터링 - 상담 데이터 및 고객 후기 분석을 통해 품질 및 서비스 개선을 도출합니다.","경력 신입·경력 학력 학력무관 스킬 , 이카운드","기본우대 인근거주자, 유관업무 경력자(1년)",,그 외 기타 달리 분류되지 않은 제품 제조업,,주5일(월~금) 08:40 ~ 05:40,"월급 3,500~3,500만원 (면접 후 결정)",1,명시,학력무관,부산 수영구 황령산로 31 (남천동) 프리젠트 주식회사 지도보기,경력,1,정규직,부산,수영구,,2026-09-26,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49869419,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810345 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=805576 | https://www.jobkorea.co.kr/Recruit/GI_Read/49869419 | https://www.jobkorea.co.kr/Recruit/GI_Read/49869419?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 19:37:26,시도=부산,강
KR2026090700020709,㈜바이킹그룹,[ 외식직영매장/프리미엄뷔페 ] 모집분야별 직원 채용,"직원, 매장",,,,,,,,,,,1,명시,,,기타,,정규직,부산,기장군,,2026-09-30,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810344,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810344,2026-09-07 22:43:35,시도=부산,강
KR2026090700020710,영주당 부산과자집,영주당 부산과자점에서 매니저를 구합니다.,"매장 관리직, 매니저",매장 관리직,,"제품판매 및 서비스 -자재 관리, 인력 관리 등 전반적인 매장 관리",경력 신입·경력 (1년이상) 학력 학력무관,,,음식료·외식·프랜차이즈,,"주 5일 근무 (주별 스케줄제) 07:00 ~ 16:00, 12:00 ~ 21:00 2교대 근무 - 오픈/마감 근무 일8시간, 주40시간 근무",월급 240만원 이상,1,명시,학력무관,"부산 동구 중앙대로 206 (초량동, 한국철도공사부산지역본부) 부산역사내 2층 맞이방 영주당 부산과자집 지도보기",경력,1,정규직,부산,동구,,2026-09-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872122,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810343 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872122 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872122?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:21:48,시도=부산,강
KR2026090700020711,㈜백앤선 부산역 에그박스,에그박스 부산역사점에서 함께 할 관리자를 모집합니다.,"에그박스 부산역점 관리자, 매니저 모집",에그박스 부산역점 관리자/매니저 모집,,*매장 관리자 ㆍ제품 재조 및 판매 ㆍ인력 및 자재 관리,경력 경력 (1년이상) 학력 학력무관,"동종업계 근무자(패스트푸드) ㆍ외국어 능통자 * 주5일 근무제(주40시간근무) 일 9시간 근무(1시간 휴게), 주말포함, 주5일(주40시간) 근무 오픈근무 7~16시 마감근무 12~21시 주간스케줄 표 작성하여 근무 시행 급여는 250만원이며, 1개월간 수습기간있습니다.(경력 여부에 따라 상이) 근무능력에 따라 수습기간은 조정될수 있으며, 급여 또한 동종업계 근무 이력 또는 경력등을 고려하여 협의 가능합니다. 급여 이외 휴일수당, 야간수당, 연장수당 등 적용되며, 연차지급됩니다. 성실하게 꾸준히 일해주실분 구하고 있습니다. 모바일 지원 확인후 개별 면접위해 문자 드립니다.",,음식료·외식·프랜차이즈,,"12:00 ~ 21:00, 07:00 ~ 16:00 탄력근무제 2교대 근무 - 오픈/마감 근무 일8시간, 주40시간 근무",월급 250만원 이상,1,명시,학력무관,"부산 동구 중앙대로 206 (초량동, 한국철도공사부산지역본부) 부산역사내 3층 에그박스 부산역사점 지도보기",경력,1,정규직,부산,동구,,2026-09-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872124,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810342 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872124 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872124?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:21:49,시도=부산,강
KR2026090700020712,㈜골프프렌드 부산동래점,"[부산 동래점] 골프샵 판매직 채용(신입 지원 가능, 인센티브)","동래점 매장 판매직, 판매",동래점 매장 판매직,,,경력 경력무관 학력 학력무관,"기본우대 인근거주자, 유관업무 경험자(인턴·알바), 관련 학과 전공자, 관련 자격증 보유자, 유관업무 경력자, 장기근무 가능자",,백화점·유통·도소매,,주6일(화~일) 10:00 ~ 20:00,"연봉 3,620~4,000만원",1,명시,학력무관,부산 연제구 거제동 608-13 지도보기,무관,0,"계약직, 정규직",부산,연제구,,2026-09-18,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872254,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810338 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872254 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872254?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 17:05:04,시도=부산,강
KR2026090700020713,㈜골프프렌드 부산동래점,[동래점 매장관리직] 영업/관리/매출/매장 슈퍼바이저 채용 (지원금 지급),"매장관리, 영업, 동래점 매장관리직, 매장",,,,,,,,,,,1,명시,,,기타,,"계약직, 정규직",부산,연제구,,2026-09-18,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810337,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810337,2026-09-07 22:43:36,시도=부산,강
KR2026090700020714,㈜골프프렌드 부산동래점,[동래점] 매장 마케팅·온라인 판매 운영 채용 [인센티브],"동래점 매장 판매직, 마케팅, 판매, 매장",동래점 매장 판매직,,,경력 경력무관 학력 학력무관,"기본우대 인근거주자, 유관업무 경험자(인턴·알바), 관련 학과 전공자, 관련 자격증 보유자, 유관업무 경력자, 장기근무 가능자",,백화점·유통·도소매,,주6일(화~일) 10:00 ~ 20:00,"연봉 3,620~4,000만원",1,명시,학력무관,부산 연제구 거제동 608-13 지도보기,무관,0,"계약직, 정규직",부산,연제구,,2026-09-18,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872270,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810334 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872270 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872270?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 17:05:04,시도=부산,강
KR2026090700020715,㈜삼보산업,(주)삼보산업 생산관리부 사무원 채용,"생산관리부 사무원 채용 신입, 경력, 생산관리, 사무",생산관리부 사무원 채용 신입/경력,,"상세내용을 입력하세요 ㆍ상세내용을 입력하세요 스킬 ㆍExcel, ERP",경력 신입·경력 학력 학력무관 스킬,"기본우대 인근거주자, 문서작성 우수자, 즉시출근 가능자, 장기근무 가능자",,기어 및 동력전달장치 제조업,,주5일(월~금) 08:00 ~ 19:00,"연봉 3,400~3,600만원 (면접 후 결정)",1,명시,학력무관,"부산 사상구 새벽로215번길 11 (괘법동, (주)삼보산업) 지도보기",경력,1,정규직,부산,사상구,,2026-09-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872369,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810333 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872369 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872369?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:21:59,시도=부산,강
KR2026090700020716,㈜골프프렌드 부산화명점,[부산화명점] 골프프렌드 고객응대 및 판매직원 채용 (인센티브),"매장 판매직, 판매, 직원, 판매직원",매장 판매직,,,경력 경력무관 학력 학력무관,"기본우대 인근거주자, 유관업무 경험자(인턴·알바), 관련 학과 전공자, 관련 자격증 보유자, 유관업무 경력자, 장기근무 가능자",,백화점·유통·도소매,,주6일(화~일) 10:00 ~ 20:00,"연봉 3,620~4,000만원",1,명시,학력무관,"부산 북구 금곡대로 102 (덕천동) 1층, 2층 지도보기",무관,0,"계약직, 정규직",부산,북구,,2026-09-18,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872470,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810331 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872470 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872470?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 17:05:07,시도=부산,강
KR2026090700020717,㈜골프프렌드 부산화명점,[부산 화명점] 골프샵 매장관리 신입/경력 채용,"매장관리, 매장",,,,,,,,,,,1,명시,,,기타,,"계약직, 정규직",부산,북구,,2026-09-18,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810330,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810330,2026-09-07 22:43:36,시도=부산,강
KR2026090700020718,㈜골프프렌드 부산화명점,[인센티브] 매장 판매 및 블로그 마케팅 직원 채용 [부산화명점],"매장 판매직, 판매, 마케팅, 직원, 매장",매장 판매직,,,경력 경력무관 학력 학력무관,"기본우대 인근거주자, 유관업무 경험자(인턴·알바), 관련 학과 전공자, 관련 자격증 보유자, 유관업무 경력자, 장기근무 가능자",,백화점·유통·도소매,,주6일(화~일) 10:00 ~ 20:00,"연봉 3,620~4,000만원",1,명시,학력무관,"부산 북구 금곡대로 102 (덕천동) 1층, 2층 지도보기",무관,0,"계약직, 정규직",부산,북구,,2026-09-18,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872476,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810329 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872476 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872476?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 17:05:08,시도=부산,강
KR2026090700020719,㈜골프프렌드 부산화명점,[부산 화명점] 골프클럽 추천 및 판매 직원 채용 (골프경험자 우대),"매장 판매직, 판매, 직원",매장 판매직,,,경력 경력무관 학력 학력무관,"기본우대 인근거주자, 유관업무 경험자(인턴·알바), 관련 학과 전공자, 관련 자격증 보유자, 유관업무 경력자, 장기근무 가능자",,백화점·유통·도소매,,주6일(화~일) 10:00 ~ 20:00,"연봉 3,620~4,000만원",1,명시,학력무관,"부산 북구 금곡대로 102 (덕천동) 1층, 2층 지도보기",무관,0,"계약직, 정규직",부산,북구,,2026-09-18,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872478,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810328 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872478 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872478?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 17:05:08,시도=부산,강
KR2026090700020720,㈜골프프렌드 부산화명점,[부산화명점] 매장 진열 및 판매 보조 신입 채용 (신입 환영),"매장 판매직, 판매, 매장",매장 판매직,,,경력 경력무관 학력 학력무관,"기본우대 인근거주자, 유관업무 경험자(인턴·알바), 관련 학과 전공자, 관련 자격증 보유자, 유관업무 경력자, 장기근무 가능자",,백화점·유통·도소매,,주6일(화~일) 10:00 ~ 20:00,"연봉 3,620~4,000만원",1,명시,학력무관,"부산 북구 금곡대로 102 (덕천동) 1층, 2층 지도보기",무관,0,"계약직, 정규직",부산,북구,,2026-09-18,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872483,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810327 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872483 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872483?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 17:05:08,시도=부산,강
KR2026090700020721,한성모터스㈜,벤츠 한성모터스(주) 남천 서비스센터 도장 채용,"남천서비스센터 도장, 도장",남천서비스센터 도장,,메르세데스-벤츠 자동차 도장 직무 수행,경력 경력무관 학력 고졸이상,"기본우대 운전가능자, 유관업무 경험자(인턴·알바) 자격증",,자동차 신품 판매업,,주5일(월~금) 09:00 ~ 18:00,회사 내규에 따름 (면접 후 결정),1,명시,고졸↑,부산 수영구 수영로 434 (남천동) 메르세데스-벤츠 한성모터스 지도보기,무관,0,정규직,부산,수영구,,2026-09-27,기한,3,"잡코리아, 사람인, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872546,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810326 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=796213 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54669674 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872546 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872546?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:22:10,시도=부산,강
KR2026090700020722,대강수산,냉동수산물 판매 및 납품직원 구인,"판매, 직원, 납품직원",,,,,,,,,주6일근무,월급,2,명시,학력무관,부산 중구,기타,0,정규직,부산,중구,,2026-09-27,기한,3,"사람인, 부산일자리정보망, 커리어",https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810325,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810325 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54872239 | https://job.career.co.kr/recruit/view/22166374,2026-09-07 22:43:37,시도=부산,강
KR2026090700020723,㈜에이펙,[연봉4200]OLED액정 생산/품질/검사 - 3조2교대/통근버스/가불/1인기숙,"생산, 품질, 검사",,,,,,,,,,,1,명시,,,기타,,정규직,부산,,,2026-10-28,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810324,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810324 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802429,2026-09-07 22:43:37,시도=부산,강
KR2026090700020724,㈜에스엘엠,수중 로봇 품질관리 및 cs담당자 모집  (신입/경력),"수중 로봇 품질관리 및 cs담당자, 품질관리, cs담당자",수중 로봇 품질관리 및 cs담당자,,수중 전문 로봇 운용 및 제조 - 수중 전문 로봇 품질 시험평가 - 고객사 로봇운용 교육,경력 경력무관 학력 학력무관 스킬,"기본우대 영어가능자, 차량소지자, 운전가능자, 해외근무 가능자, 문서작성 우수자, 관련 자격증 보유자 우대전공",,산업용 로봇 제조업,,주5일(월~금) 08:30 ~ 17:30 탄력근무제,회사 내규에 따름 (면접 후 결정),1,명시,학력무관,부산 강서구 과학산단1로60번길 30 (지사동) 지도보기,무관,0,정규직,부산,강서구,,2026-09-27,기한,3,"잡코리아, 사람인, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872632,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810323 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=801691 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54703224 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872632 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872632?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:22:18,시도=부산,강
KR2026090700020725,이샘병원,[이샘병원] 검진사업본부 진행청구팀 직원 채용,직원,이샘병원 검진사업부 진행청구팀 보조인력 채용,,검진진행청구팀 - 검진진행 전반업무,경력 경력무관 학력 학력무관,,,요양 병원,,주6일(월~토) 08:00 ~ 17:00,"연봉 2,800만원 이상 (면접 후 결정)",1,명시,학력무관,부산 부산진구 황령대로 12 (범천동) 이샘병원 지도보기,무관,0,정규직,부산,부산진구,,2026-09-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872834,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810320 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=801358 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872834 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872834?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:30:50,시도=부산,강
KR2026090700020726,이샘병원,[이샘병원] 검진사업본부 검진지원팀 직원 채용,직원,이샘병원 검진사업부 검진지원팀 보조인력 채용,,"검진지원팀 - 검진예약 및 전화, 결과지 업무 - 검진 예약 및 변경, CS(전화응대), 검진 결과지 제본 업무",경력 경력무관 학력 학력무관,,,요양 병원,,주6일(월~토) 08:00 ~ 17:00,"연봉 2,800만원 이상 (면접 후 결정)",2,명시,학력무관,부산 부산진구 황령대로 12 (범천동) 이샘병원 지도보기,무관,0,정규직,부산,부산진구,,2026-09-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872845,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810319 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=801354 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872845 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872845?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:30:51,시도=부산,강
KR2026090700020727,㈜드림디엔씨,창업컨설턴트 [신입초보환영] 프랜차이즈창업컨설팅  경력 무관,"창업컨설팅, 프랜차이즈컨설팅, 부동산컨설팅","창업컨설팅,프랜차이즈컨설팅,부동산컨설팅",,,경력 경력무관 학력 고졸이상,,,경영 컨설팅업,,주5일(월~금) 10:00 ~ 18:00 탄력근무제,"연봉 7,000만원 이상 (면접 후 결정)",1,명시,고졸↑,"부산 수영구 수영로 449 (남천동, 삼보빌딩) 3층 드림디엔씨 지도보기",무관,0,계약직,부산,수영구,,2026-09-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872884,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810316 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872884 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872884?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:30:54,시도=부산,강
KR2026090700020728,㈜지엠티,[지엠티] 해상교통사업부 SW개발 인원 채용,"해양관제, 항공관제, 개발, 백, 프론트앤드","해양관제, 항공관제, 개발, 백/프론트앤드",,,"경력 신입·경력 (3년이상) 학력 학력무관 스킬 , 빅데이터, 백엔드, 프론트엔드, 앱개발, S/W, 솔루션, si개발","기본우대 운전가능자, 관련 자격증 보유자, 즉시출근 가능자",,솔루션·SI·CRM·ERP,,주5일(월~금) 09:30 ~ 18:30 탄력근무제,회사 내규에 따름 (면접 후 결정),1,명시,학력무관,부산 동구 중앙대로 305 (초량동) 5층 지도보기,경력,3,정규직,부산,동구,,2026-09-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49873103,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810310 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873103 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873103?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:31:11,시도=부산,강
KR2026090700020729,가이드웨이컨설팅,Thepicks B2B 마케팅 & 세일즈 담당,"마케팅, 세일즈",,,B2B 리드 발굴 캠페인을 운영합니다. ㆍ세일즈 파이프라인을 관리합니다. ㆍ제안서 및 세일즈 자료를 제작합니다. ㆍ파트너사 미팅과 협상을 진행합니다. ㆍ성과 지표를 분석하고 개선안을 도출합니다.,,,,응용 소프트웨어 개발 및 공급업,,,,1,명시,대졸↑,,경력,3,정규직,부산,부산진구,,2026-09-27,기한,3,"잡코리아, 사람인, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872893,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810309 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=806333 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54821130 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872893 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872893?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:31:09,시도=부산,강
