사이트,회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,외부원본ID,수집시각,학력
사람인부산,구봉무역(주),부산 사하구 쇼핑몰 포장 및 택배 발송 업무,패킹(포장),경력무관,정규직,부산 사하구,,2026-11-06,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961989,saramin:54961989,2026-09-08 13:40:41,학력무관
사람인부산,(주)해리아나,"전기(회로) 설계 신입, 경력직 채용","캐드원, 설계엔지니어, 2D설계, 3D설계, 전기설계",신입 · 경력,정규직,부산 강서구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54528127,saramin:54528127,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,코지하우스 다대포점,코지하우스 다대포점 조리사 인원 채용,"부주방장, 조리사, 주방보조, 주방장, 주방",경력무관,정규직,부산 사하구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961986,saramin:54961986,2026-09-08 13:40:41,학력무관
사람인부산,주식회사 루안느,주식회사 루안느에서 물리치료사를 모십니다,물리치료사,경력(년수무관),정규직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961984,saramin:54961984,2026-09-08 13:40:41,학력무관
사람인부산,피플잡(주),SK 자회사 연산동106번유선센터  요금제 변경등 CS 사원채용,"문서작성, 사무보조, 자료입력, 상담원, 인바운드",경력무관,정규직,부산전체 외,,2026-10-03,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54935316,saramin:54935316,2026-09-08 13:40:41,고졸↑
사람인부산,,[주5일근무] 더바디성형외과에서 간호조무사 충원합니다.,"간호조무사, 수술, 성형외과",신입 · 경력,정규직,부산전체 외,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961944,saramin:54961944,2026-09-08 13:40:41,학력무관
사람인부산,쿠팡풀필먼트서비스(유),[CFS] 쿠팡 WF41 현장관리자 정규직 모집(부산 남구),"물류관리, 재고관리, 창고관리, 3PL운영, 물류자동화",경력무관,정규직,부산 남구,,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54587071,saramin:54587071,2026-09-08 13:40:41,학력무관
사람인부산,셀리즈피부과의원,[주5일] 해운대 셀리즈피부과의원 간호팀원 추가모집,"간호사, 상담간호사, 전문의, 간호조무사, 외래",신입 · 경력,정규직 외,부산 해운대구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961907,saramin:54961907,2026-09-08 13:40:41,학력무관
사람인부산,피플잡(주),씨에스원 101번[콜수적음] 고객문의전화 답변 상담사 채용,"문서작성, 사무보조, 자료입력, 상담원, 인바운드",경력무관,정규직,부산전체 외,,2026-09-16,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54762538,saramin:54762538,2026-09-08 13:40:41,고졸↑
사람인부산,㈜협성종합건업,㈜협성종합건업 관리 임원 채용 공고입니다,건설관리,경력 15년↑,정규직,부산 동구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961883,saramin:54961883,2026-09-08 13:40:41,학력무관
사람인부산,피플잡(주),씨에스리더 부산센터 114 고객문의CS 인바운드 신입상담사 채용,"문서작성, 사무보조, 서류관리, 상담원, 아웃바운드",경력무관,정규직,부산전체 외,,2026-10-03,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54927453,saramin:54927453,2026-09-08 13:40:41,고졸↑
사람인부산,수해나수학학원,[수해나 거제관]초중&amp;초중고 수학 강사 모집(확장/충원),"학원강사, 수학",경력 1년↑,정규직,부산 연제구,,2026-10-28,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54887887,saramin:54887887,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,사직수해나수학학원,[수해나 사직]초중&amp;초중고 수학 강사 모집(확장/충원),"학원강사, 수학",경력 1년↑,정규직,부산 동래구,,2026-10-28,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54887869,saramin:54887869,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,스콜라몬테소리 부산동구점 쁘리몬테수학 부산남부지사,[스콜라몬테소리] 부산 초량역점 센터 교사 모집,"교구수업, 어린이집/유치원",신입 · 경력,정규직 외,부산전체 외,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961808,saramin:54961808,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,(주)이노에이블랩,정부R&amp;D과제 운영 / 기술행정 담당 및 일반행정 담당자,"문서작성, 비품관리, 사무보조, 사무행정, 서류관리",경력(년수무관),정규직,부산 해운대구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961803,saramin:54961803,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,청담에이스 피부 성형외과,(정규직) 토일휴무 간호조무사,간호조무사,경력무관,정규직,부산 수영구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54923328,saramin:54923328,2026-09-08 13:40:41,학력무관
사람인부산,광혜병원,교육 전담 간호사 모집,간호사,경력 3년↑,정규직,부산 동래구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961787,saramin:54961787,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,(주)에이치알엔,[딱- 년1회 채용/입사지원금지급] LG유플러스 마케팅부서 정규직,"사무직, 서무, 총무, 문서작성, 사무보조",경력무관,정규직,부산 중구 외,,2026-09-18,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54784565,saramin:54784565,2026-09-08 13:40:41,고졸↑
사람인부산,,[유창갤러리X] 쇼룸 운영 · SNS 마케팅 담당자채용,"매장관리, 마케팅기획, 마케팅전략, 인플루언서마케팅, SNS마케팅",경력 1년↑,정규직,부산 해운대구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961738,saramin:54961738,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,(주)아트엔티이,[인테리어사업부 시공팀] 설계 &amp; 현장관리 인재 채용,"실내디자인, 전시디자인, 3D디자인, CG, 실내건축시공",신입 · 경력,정규직,부산 금정구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961721,saramin:54961721,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,(주)성일에스아이엠,설계담당 신입 직원채용,"공정설계, 제품설계, 기계설계, 기구설계, 전장설계",신입,정규직,부산 사상구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961696,saramin:54961696,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,심피부과의원,피부관리사 선생님을 모십니다.,"간호조무사, 피부관리사",경력무관,정규직,부산 동래구,,2026-10-04,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54942448,saramin:54942448,2026-09-08 13:40:41,고졸↑
사람인부산,(의)한세의료재단한세병원,집중 치료실   조무사  구인( 환자군 안정적임),간호조무사,경력 1년↑,정규직,부산 해운대구,,2026-10-06,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54678226,saramin:54678226,2026-09-08 13:40:41,고졸↑
사람인부산,유림텔레콤,[LG U+] 유림텔레콤 거제1동 연제구점 신입/경력직 모집,"핸드폰판매, 고객응대, 매장관리",경력무관,정규직,부산 연제구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961685,saramin:54961685,2026-09-08 13:40:41,학력무관
사람인부산,(주)유영산업,(주)유영산업 재무관리부 채용,"관리회계, 재무기획, 재무회계, 회계결산",3 ~ 15년,정규직,부산전체 외,,2026-09-21,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961647,saramin:54961647,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,(주)리원에프앤씨,"탄티에서 신입,경력자 바리스타를 구합니다.",바리스타,경력무관,정규직 외,부산 기장군,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54700789,saramin:54700789,2026-09-08 13:40:41,학력무관
사람인부산,더탄탄병원,더탄탄병원 방사선사 모십니다.,"방사선사, 영상의학과",경력무관,정규직,부산 사하구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961636,saramin:54961636,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,(주)창미이엔지,토목사업부(토목설계 전 분야) 직원 모집,"토목기술자, 설계엔지니어, 토목설계, 도시설계, 수자원설계",3 ~ 20년,정규직,부산 금정구,,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54851510,saramin:54851510,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,,"기장 정관 뮤엠영어학원- 초,중등 강사님 구인합니다.","학원강사, 영어",1 ~ 5년,프리랜서,부산 기장군,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961625,saramin:54961625,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,BS원탑병원,[10월개원] BS원탑병원 행정부(원무과),"영양사, 병원경영, 병원관리, 외래, 원무",경력무관,정규직,부산 수영구,,2026-09-30,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961602,saramin:54961602,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,한국오션플랫폼(주),한국오션플랫폼(주) 해상풍력 및 해저케이블 시공 채용,"공무, 시공관리자, 시공기사",경력무관,정규직,부산 동구,,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961595,saramin:54961595,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,(주)비에이일렉트릭,전기전자/자동제어 판넬 자재 구매 업무 담당자 모집,"구매관리, 자재관리, 재고관리, 외주관리, 자재구매",신입 · 경력,정규직,부산전체 외,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961594,saramin:54961594,2026-09-08 13:40:41,학력무관
사람인부산,화성금속공업(주),생산 정규직 채용 - 신입,생산,경력무관,정규직,부산 강서구,,2026-11-06,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961586,saramin:54961586,2026-09-08 13:40:41,고졸↑
사람인부산,(주)와이에이치모터스엔오토파츠,자동차 판금 경력 (3년 이상) 토요 격주 휴무,"금속, 도장/도금/도색, 조립, 코팅, 도료/페인트",경력 3년↑,정규직,부산 남구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961571,saramin:54961571,2026-09-08 13:40:41,고졸↑
사람인부산,(주)서연교육,초중등부/중고등부 수학 선생님 초빙합니다,"학원생관리, 보습학원, 속셈학원, 입시학원, 수학",경력 1년↑,정규직 외,부산 수영구,,2026-10-01,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54627869,saramin:54627869,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,코스타(주),[통근운행 주야교대] 롯데웰푸드 부산공장 단순생산직 사원 모집,식품,경력무관,정규직,부산 기장군 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961494,saramin:54961494,2026-09-08 13:40:41,학력무관
사람인부산,장림하이영수학원,[영어강사 초중등 전임&amp; 파트가능 고등부 비율제 강사모집],학원강사,경력 1년↑,프리랜서,부산 사하구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961493,saramin:54961493,2026-09-08 13:40:41,학력무관
사람인부산,의료법인영파의료재단규림요양병원,병동 간호사 선생님 모십니다,간호사,경력무관,정규직,부산 금정구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961483,saramin:54961483,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,(주)케이제이홀딩스(반여다수인대성학원),초중등부 / 중고등부 수학 선생님 초빙,"학원강사, 학생지도, 학원생관리, 보습학원, 속셈학원",경력 1년↑,정규직 외,부산 해운대구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54693071,saramin:54693071,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,한국오션플랫폼(주),[한국오션플랫폼] 해상풍력 및 해저케이블 시공 PM 상시 채용,"공무, 시공관리자, 시공기사",경력 5년↑,정규직,부산 동구,,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961477,saramin:54961477,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,코스타(주),"자동차부품 단순 생산직 사원 모집(초보가능, 통근운행)","단순생산직, 외관검사원, 제조가공, 조립, 생산",경력무관,정규직,부산 강서구 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961465,saramin:54961465,2026-09-08 13:40:41,학력무관
사람인부산,,온라인쇼핑몰 관리자 모집,"계산서발행, 쇼핑몰관리, 쇼핑몰, 웹디자인",경력 1년↑,정규직,부산 강서구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961458,saramin:54961458,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,부산성모병원,부산성모병원 원무팀 행정사무원 모집,원무,신입,계약직,부산 남구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961452,saramin:54961452,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,㈜협성종합건업,[총무부] 임원 수행기사 채용,"서무, 수행기사, 수행비서, 총무, 문서작성",경력무관,정규직,부산 동구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961441,saramin:54961441,2026-09-08 13:40:41,학력무관
사람인부산,(주)리원에프앤씨,바리스타 정직원 관리자 모집합니다.,바리스타,경력무관,정규직,부산 기장군,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961404,saramin:54961404,2026-09-08 13:40:41,학력무관
사람인부산,온빛한방병원,병동 간호조무사 채용,간호조무사,경력무관,정규직,부산 금정구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961401,saramin:54961401,2026-09-08 13:40:41,학력무관
사람인부산,(주)해리아나,주)해리아나 생산 조립- 정직원,단순생산직,경력무관,정규직,부산 강서구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961373,saramin:54961373,2026-09-08 13:40:41,고졸↑
사람인부산,(주)덕원,철강 영업사원,거래처영업,경력무관,정규직,부산 강서구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961364,saramin:54961364,2026-09-08 13:40:41,학력무관
사람인부산,(주)해리아나,주)해리아나 납품 관리- 정직원 채용,"납품운전원, 생산관리",경력무관,정규직,부산 강서구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961363,saramin:54961363,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,화이트치과,수영구) 치과 진료실 직원 구합니다.(경력직 우대),"치과위생사, 간호조무사, 상담실장, 외래",경력무관,정규직 외,부산 수영구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961358,saramin:54961358,2026-09-08 13:40:41,고졸↑
사람인부산,지니어스,[부산 서면 지니어스의원] 상담실장 경력 채용,상담실장,경력 1년↑,정규직,부산 부산진구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961347,saramin:54961347,2026-09-08 13:40:41,고졸↑
사람인부산,,"식품회사 단순 생산 직원 구인합니다(부산 기장 기장읍, 일광읍)",단순생산직,경력무관,정규직,부산 기장군,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961336,saramin:54961336,2026-09-08 13:40:41,학력무관
사람인부산,(주)엑셀,(주)엑셀 마케팅및디자인,"마케팅전략, 온라인마케팅, 매체관리, 통계/분석, 광고디자인",1 ~ 3년,계약직,부산 동구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54933595,saramin:54933595,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,,방사선사 모집합니다(육아휴직 대체 / Mammo 가능자 우대),"방사선사, 영상의학과, 진단검사의학과",경력무관,계약직,부산 동구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961289,saramin:54961289,2026-09-08 13:40:41,학력무관
사람인부산,,영상의학과 방사선사 모집합니다,"방사선사, 영상의학과, 진단검사의학과",경력무관,정규직,부산 동구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961282,saramin:54961282,2026-09-08 13:40:41,학력무관
사람인부산,존슨콘트롤즈인터내셔널코리아(주),[부산] Trade Compliance Specialist,"컴플라이언스, 관세사, 관세사무원, 원산지관리사, 무역영어",5 ~ 10년,정규직,부산 강서구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961255,saramin:54961255,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,스마트나라요양병원,스마트 나라 요양 병원 간호사 모집(나이트  킵),간호사,경력(년수무관),정규직,부산 사상구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54728007,saramin:54728007,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,광덕안정원외탕전,광덕안정 원외탕전실 아르바이트 채용 공고,한방병원,경력무관,아르바이트,부산 사하구,,2026-09-30,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54899931,saramin:54899931,2026-09-08 13:40:41,학력무관
사람인부산,(주)이왕코리아,(건설/토목)건설 사무 및 공무직 채용,"문서작성, 특허관리, 공무, 건설관리",경력무관,정규직,부산 연제구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961223,saramin:54961223,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,(주)아트엔티이,[설계팀] 3D / 설계 / 인테리어 및 가구 / 디자인 인재채용,"실내디자인, 전시디자인, 3D디자인, CG, 실내건축시공",신입 · 경력,정규직,부산 금정구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54765230,saramin:54765230,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,스마트나라요양병원,스마트 나라 요양 병원 인공 신장실  간호사 모집 합니다,간호사,경력 3년↑,정규직,부산 사상구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54809078,saramin:54809078,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,덕수산업,자동차 부품 품질 검사 정규직 사원 모집,"단순생산직, 외관검사원, 품질검사원, 조립, 생산",경력무관,정규직,부산 사상구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961181,saramin:54961181,2026-09-08 13:40:41,학력무관
사람인부산,수경유조 유한책임회사,"사무관리(회계, 총무, 관리, 전산)","경리, 4대보험, 급여(Payroll), 부가세신고, 자금관리",경력무관,정규직,부산 수영구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961165,saramin:54961165,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,(주)아트엔티이,[전시사업부] 3D / CG / 인테리어 및 가구 / 디자인 인재채용,"실내디자인, 전시디자인, 3D디자인, CG, 3DMax",경력(년수무관),정규직,부산 금정구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961157,saramin:54961157,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,윌로펌프(주),윌로펌프㈜ 해외영업 - Japan Business 신입 및 경력사원 모집,"기술영업, 영업관리, 영업전략, 영업",경력무관,정규직 외,부산 강서구,,2026-09-20,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961142,saramin:54961142,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,(사)대한산업보건협회 부산지역본부,대한산업보건협회 부산 보건관리국 간호사 계약직 채용,보건관리자,경력무관,계약직,부산 금정구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961135,saramin:54961135,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,디케이오스텍,프레스 금형기술 신입 및 경력사원 채용,프레스금형,신입 · 경력,정규직,부산 기장군,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961127,saramin:54961127,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,선부부치과의원,교정전문 선부부치과의원 진료실 스텝 모집,치과위생사,경력무관,정규직,부산전체 외,,2026-10-04,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54944054,saramin:54944054,2026-09-08 13:40:41,고졸↑
사람인부산,다움병원,회복지원부 간호팀 (간호파트장 및 환자안전전담간호사) 채용공,"간호사, 수간호사, QPS간호사",경력 3년↑,정규직,부산 금정구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961120,saramin:54961120,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,(주)오시스코리아,"서무(경리보조), 정규직 또는 Part time(시간조정 가능)",경리사무원,3 ~ 12년,정규직 외,부산 강서구,,2026-09-21,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54941922,saramin:54941922,2026-09-08 13:40:41,고졸↑
사람인부산,디케이오스텍,[(주)디케이오스텍] 설계(설계/시험/해석) 경력사원 채용,"기술기획, 자동차부품설계",경력 1년↑,정규직,부산 기장군,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961098,saramin:54961098,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,와이시피(주),환경관리자 경력사원 모집,"대기환경기사, 환경관리자, 환경설계, 위험성평가",경력 3년↑,정규직,부산 사하구 외,,2026-09-19,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54793285,saramin:54793285,2026-09-08 13:40:41,대학교(4년)↑
사람인부산,삼양수산,삼양수산 국내/해외영업 경력직/신입(환영) 채용합니다.,"영업전략, 영업기획",경력무관,정규직 외,부산 서구,,2026-10-04,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54945680,saramin:54945680,2026-09-08 13:40:41,학력무관
사람인부산,하이록코리아주식회사,"제품 조립 및 테스트, 포장 외 - 계약직","조립, 포장",경력무관,계약직,부산 강서구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961079,saramin:54961079,2026-09-08 13:40:41,고졸↑
사람인부산,디케이오스텍,(주)디케이오스텍 (품질보증) 신입 및 경력사원 채용,품질보증,신입 · 경력,정규직,부산 기장군,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961071,saramin:54961071,2026-09-08 13:40:41,"대학(2,3년)↑"
사람인부산,(주)매직음향,(주)매직음향- 음향직원 채용 공고,"공연예술, 음향장치설치",경력 1년↑,정규직,부산 강서구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961059,saramin:54961059,2026-09-08 13:40:43,고졸↑
사람인부산,(주)삼영피팅,(주)삼영피팅 생산관리 사무직(구매·자재) 채용 공고,"생산관리, 구매관리, 자재관리, 자재구매, ERP",경력무관,정규직,부산 강서구,,2026-09-30,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961040,saramin:54961040,2026-09-08 13:40:43,"대학(2,3년)↑"
사람인부산,(주)에스티에스정밀,품질검사원 모집,"품질검사원, 품질관리",경력무관,정규직,부산 사상구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961035,saramin:54961035,2026-09-08 13:40:43,학력무관
사람인부산,지원건설(주),[본사] 부동산 개발 전문인력 모집,"사업개발, 건설관리, 관급공사",경력 5년↑,정규직,부산 사하구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961008,saramin:54961008,2026-09-08 13:40:43,대학교(4년)↑
사람인부산,심슨과학사회전문학원,"(주)에듀빅뱅 영어강사, 매니저","영업MD, 영어",경력 2년↑,정규직,부산 연제구,,2026-11-06,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961007,saramin:54961007,2026-09-08 13:40:43,학력무관
사람인부산,재단법인 부산사회체육센터,[5개월]단기계약직 근로자 채용,총무,경력무관,계약직,부산 해운대구,,2026-09-17,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54960997,saramin:54960997,2026-09-08 13:40:43,학력무관
사람인부산,리즈김상식안과의원,리즈김상식안과 - 검안사선생님 채용합니다.,안경사,경력무관,정규직,부산 북구,,2026-09-30,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54690937,saramin:54690937,2026-09-08 13:40:43,"대학(2,3년)↑"
사람인부산,오륙도SKVIEW아파트입주자대표회의,오륙도 SK VIEW 아파트 커뮤니티 수영강사 초빙(오픈),수영,경력 1년↑,계약직,부산 남구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54960969,saramin:54960969,2026-09-08 13:40:43,학력무관
사람인부산,,미래어린이병원 소아과 주사실 경력자 채용 공고입니다,"간호사, 간호조무사",경력무관,정규직,부산 사상구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54960929,saramin:54960929,2026-09-08 13:40:43,학력무관
사람인부산,조이비인후과의원,조이비인후과 접수 직원 채용 공고,병원행정사,경력 1년↑,정규직,부산 수영구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54960912,saramin:54960912,2026-09-08 13:40:43,학력무관
사람인부산,화이트이(e)치과의원,서면점 화이트이치과 프로 상담실장님 모십니다,"치과병원, 치과의원",경력무관,정규직,부산 부산진구,,2026-09-30,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54902183,saramin:54902183,2026-09-08 13:40:43,학력무관
사람인부산,,암요양(한방)병원 병동 N-keep  간호사 모집합니다,간호사,경력 3년↑,정규직,부산 중구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54960877,saramin:54960877,2026-09-08 13:40:43,"대학(2,3년)↑"
사람인부산,,미래어린이병원 소아과 외래 간호조무사 채용 공고,"간호사, 간호조무사",경력무관,정규직 외,부산 사상구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54960869,saramin:54960869,2026-09-08 13:40:43,학력무관
사람인부산,(주)휴먼인프라,[부산 서구] 식품공장 관리직 채용 / 정규직,"생산관리, 생산",경력(년수무관),정규직,부산 서구,,2026-09-22,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54960860,saramin:54960860,2026-09-08 13:40:43,고졸↑
사람인부산,(주)하경산업,생산팀 사원모집,생산,경력무관,정규직,부산 사상구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54960858,saramin:54960858,2026-09-08 13:40:43,고졸↑
사람인부산,(주)씨티알로보틱스,"자동화설비(FA) 및 로봇 SI 설계팀 차, 부장급 인재 채용","설계엔지니어, 기계설계, 기구설계, 2D설계, 3D설계",경력 7년↑,정규직,부산 강서구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54960850,saramin:54960850,2026-09-08 13:40:43,"대학(2,3년)↑"
사람인부산,조이비인후과의원,조이비인후과 간호조무사 경력 채용 공고,간호조무사,경력 1년↑,정규직,부산 수영구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54960839,saramin:54960839,2026-09-08 13:40:43,학력무관
사람인부산,(주)신흥정기,도금 현장 계약직(정규직 전환) 채용 모집공고,"금속, 도장/도금/도색, 열처리, 코팅",경력무관,계약직,부산 사하구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54960835,saramin:54960835,2026-09-08 13:40:43,학력무관
