공고URL,모집분야,직무키워드,담당업무,자격요건,우대사항,직급직책,근무형태,근무시간,급여,업종,직종,상세주소,모집인원,학력,수집시각
https://job.alio.go.kr/recruitview.do?idx=304303,,,] ㆍ방사선 시뮬레이션 기반 정밀 타겟팅 광대역 선량률 조사장치 개발 ㆍ방사선 병용효능 검증을 위한 빔 특성 분석 및 예비연구 수행 ㆍAI 기반 CBCT 영상 향상 및 정합 정확도 개선 연구 [필수사항] ㆍ 박사학위 소지자 - 임용예정일 기준 박사학위 취득 후 5년 이내인 자 또는 박사 학위 취득 예정자 ㆍ병역의 의무를 기피한 사실이 없는 자 ㆍ국가공무원법 제33조의 결격사유가 없는 자 ㆍ의학원 인사 및 채용 규정상 결격사유가 없는 자 ㆍ공고마감일 기준 위 기준을 모두 충족하는 자 [,,ㆍ의공학/원자력공학/방사선공학/의학물리학 전공자 ㆍ방사선 수송 및 선량 계산 코드 경험이 있는 자 ㆍ의료영상 및 AI 경험이 있는 자 ㆍ추적 및 센서 융합 경험이 있는 자 채용기간 26.07.28 ~ 26.09.09 등록일 2026.07.28 '동남권원자력의학원' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기,,비정규직 대체인력여부 아니오,,정보 신입 / 평균 채용인원 1명,,,,,,2026-09-08 13:48:16
https://job.alio.go.kr/recruitview.do?idx=304256,,,,", 경력·경험사항, 자기소개서 등 평가 - 인성검사: 서류","장애인, 이전 지역인재 등 채용기간 26.08.26 ~ 26.09.15 등록일 2026.08.26 '한국해양수산개발원' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,무기계약직 대체인력여부 아니오,,정보 신입 / 평균 채용인원 1명,,,,,,2026-09-08 13:48:17
https://job.alio.go.kr/recruitview.do?idx=304403,,,,"> □ 성별, 학력, 전공 제한 없음 □ 만 15세 이상 만 34세 이하인 청년(임용예정일 '26.10.15. 기준) * 군필자의 경우 「제대군인지원에 관한 법률」 제16조에 따라 아래 기준 적용 - 군 복무기간 1년 미만자 1세, 1년 이상 2년 미만자 2세, 2년 이상자 3세 연장 * 「초·중등교육법」에 따른 중학교에 재학 중인 18세 미만인 자는 지원 불가 □ 한국마사회 「인사규정」 상 채용 결격사유가 없는 자 □ 임용예정일('26.10.15.)부터 정상 근무 가능한 자 * 학업, 이직, 군 전역 등의 이유로 임용 시기 조정 불가 □ 우리 회 청년인턴 경력자 및 현재 청년인턴 근무자는 지원 불가 □","취업지원대상자, 장애인 등록자, 국민기초생활수급자, 북한이탈주민, 다문화가족, 자립준비청년, 경력보유(단절)여성, 한부모가족, 영어 말하기, 한국어/한국사/컴퓨터활용능력 자격 소지자 등 채용기간 26.09.02 ~ 26.09.16 등록일 2026.09.02 '한국마사회' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,청년인턴(체험형) 대체인력여부 아니오,,정보 신입 / 평균 채용인원 15명,,,,,,2026-09-08 13:48:17
https://job.alio.go.kr/recruitview.do?idx=304391,,,,"적격여부(4배수이내) - 절대평가(100):자격부합도(35), 직무수행계획서(35), 지원서충실도(30) - 선발기준: 서류심사 결과 60점이상인 자 중 고득점자 순으로 결정 - 동점자 처리기준 : 자격부합도>직무수행계획서>지원서충실도 □ 제2단계(면접","「국가유공자 등 예우 및 지원에 관한 법률」에 의거한 취업지원대상자 및 「장애인 고용촉진 및 직업재활법」 제2조에 따른 장애인에 대하여 규정에 따라 가점 부여, 사회형평적 채용 대상자(경력단절여성, 저소득층, 북한이탈주민, 다문화가족)는 관련 규정에 따라 가점 부여 채용기간 26.08.28 ~ 26.09.11 등록일 2026.08.28 '한국해양수산연수원' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,비정규직 대체인력여부 아니오,,정보 신입 / 평균 채용인원 1명,,,,,,2026-09-08 13:48:18
https://job.alio.go.kr/recruitview.do?idx=304402,,,,"은 모두 충족하여야 하며, 경력요건은 하나의 요건만 충족해도 지원 가능 ※ 경력요건 중 민간 기준의 부서단위 책임자란 ⅰ)정식 직제에 해당하는 부서의 책임자로 부서 정원이 3명 이상의 부서(정규직 근무 직원을 말하며, 인턴, 파트타임, 단기간 근로자 제외)를 ⅱ)실질적으로 관리(직원평가, 예산집행 등 전결권을 행사)한 경우에 한하며 ⅲ)주 40시간 이상 전임직으로서 경력조회(직명 · 관리직무 · 관리대상 직원 수 등) 과정에서 이를 소명하지 못하는 경우에는 경력요건을 충족하지 못한 것으로 봄 ※ 보다 자세한 사항은 첨부파일의 채용공고문을 참고 결격사유 1. 피성년후견인 2. 파산선고를 받고 복권되지 아니한 자 3. 금고 이상의 실형을 선고받고 그 집행이 끝나거나(집행이 끝난 것으로 보는 경우를 포함한다) 집행이 면제된 날부터 5년이 지나지 아니한 자 4. 금고 이상의 형의 집행유예를 선고받고 그 유예기간이 끝난 날부터 2년이 지나지 아니한 자 5. 금고 이상의 형의 선고유예를 받은 경우에 그 선고유예 기간 중에 있는 자 6. 법원의 판결 또는 다른 법률에 따라 자격이 상실되거나 정지된 자 6의2. 공무원으로 재직기간 중 직무와 관련하여 「형법」 제355조 및 제356조에 규정된 죄를 범한 자로서 300만원 이상의 벌금형을 선고받고 그 형이 확정된 후 2년이 지나지 아니한 자 6의3. 다음 각 목의 어느 하나에 해당하는 죄를 범한 사람으로서 100만원 이상의 벌금형을 선고받고 그 형이 확정된 후 3년이 지나지 아니한 사람 가. 「성폭력범죄의 처벌 등에 관한 특례법」 제2조에 따른 성폭력 범죄 나. 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」 제74조제1항제2호 및 제3호에 규정된 죄 다. 「스토킹범죄의 처벌 등에 관한 법률」 제2조제2호에 따른 스토킹 범죄 6의4. 미성년자에 대하여 「성폭력범죄의 처벌 등에 관한 특례법」 제2조에 따른 성폭력범죄 또는 「아동·청소년의 성보호에 관한 법률」 제2조제2호에 따른 아동·청소년대상 성범죄를 범한 사람으로서 다음 각 목의 어느 하나에 해당하는 날부터 20년이 지나지 아니한 사람 가. 금고 이상의 실형을 선고받고 그 집행이 끝나거나(집행이 끝난 것으로 보는 경우를 포함한다) 집행이 면제된 날 나. 금고 이상의 형의 집행유예를 선고받고 그 집행유예가 확정된 날 다. 벌금 이하의 형을 선고받고 그 형이 확정된 날 라. 치료감호를 선고받고 그 집행이 끝나거나 집행이 면제된","취업지원대상자, 장애인(보다 자세한 사항은 첨부파일의 채용공고문을 참고) 채용기간 26.08.28 ~ 26.09.14 등록일 2026.08.28 '한국수산자원공단' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,비정규직 대체인력여부 아니오,,정보 신입 / 평균 채용인원 1명,,,,,,2026-09-08 13:48:18
https://job.alio.go.kr/recruitview.do?idx=304450,,,,,"취업지원대상자, 등록장애인, 기초생활수급자 및 차상위계층, 북한이탈주민, 다문화가족구성원, 자립준비청년(보호종료아동), 비수도권지역인재, 경력단절여성, 전문자격증 소지자, 우수인턴 채용기간 26.09.01 ~ 26.09.15 등록일 2026.09.01 '한국해양진흥공사' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,정규직 대체인력여부 아니오,,정보 신입 / 평균 채용인원 12명,,,,,,2026-09-08 13:48:18
https://job.alio.go.kr/recruitview.do?idx=304404,,,,"> - 한국마사회 「인사규정」상 결격사유에 해당되지 않는 자 - 고용 예정일(‘26. 10. 15.)부터 근무가 가능한 자 결격사유 <한국마사회 인사규정 제10조> 1. 피성년후견인* *「국가공무원법」개정사항(‘21.1.12)을 반영하여, 기관 인사규정 상 결격사유에서 ‘피한정후견인’ 제외 2. 파산선고를 받고 복권되지 아니한 사람 3. 금고 이상의 형을 받고 그 집행이 끝나거나(집행이 끝난 것으로 보는 경우를 포함한다) 집행이 면제된 날부터 5년이 지나지 아니한 사람 4. 금고 이상 형의 그 집행유예를 선고 받고 그 유예기간이 끝난 날부터 2년이 지나지 아니한 사람 5. 금고 이상 형의 선고유예를 받고 그 선고유예 기간 중에 있는 사람 6. 징계면직의 처분을 받고 5년이 지나지 아니한 사람 7. 「병역법」 제76조에 따른 병역의무를 불이행한 사람 8. 신체 또는 정신상의 장애로 직무를 감당할 수 없다고 인정되는 사람 9. 자격상실 또는 자격정지의 형을 선고받고 그 자격이 상실 또는 정지된 사람 10. 「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률」 제82조제1항에 따른 비위면직자 등으로서 같은 법 제82조제2항에 따른 기간이 지나지 아니한 사람 11. 다른 공공기관에서 부정한 방법으로 채용된 사실이 적발되어 채용이 취소된 후 5년이 지나지 아니한 사람 12. 다음 각 목의 어느 하나에 해당하는 죄를 범한 사람으로서 100만원 이상의 벌금형을 선고받고 그 형이 확정된 후 3년이 지나지 아니한 사람 가. 「성폭력범죄의 처벌 등에 관한 특례법」 제2조에 따른 성폭력범죄 나. 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」제74조제1항제2호 및 제3호에 규정된 죄 다. 「스토킹범죄의 처벌 등에 관한 법률」제2조제2호에 따른 스토킹범죄 13. 미성년자에 대한 다음 각 목의 어느 하나에 해당하는 죄를 저질러 파면ㆍ해임ㆍ면직되거나 형 또는 치료감호를 선고받아 그 형 또는 치료감호가 확정된 사람(집행유예를 선고받은 후 그 집행유예기간이 경과한 사람을 포함한다) 가. 「성폭력범죄의 처벌 등에 관한 특례법」제2조에 따른 성폭력범죄 나. 「아동ㆍ청소년의 성보호에 관한 법률」제2조제2호에 따른 아동ㆍ청소년대상 성범죄 14. 본회 재직기간 중 직무과 관련하여 「형법」 제355조 및 제356조에 규정된 죄를 범한자로서 300만원 이상의 벌금형을 선고받고 그 형이 확정된 후 2년이 지나지 아니한 자 우대내용 - 대한상공회의","대한상공회의소 주관 비서 자격증 소지자(1~2급), 비서 업무 경력자 채용기간 26.08.31 ~ 26.09.14 등록일 2026.08.31 '한국마사회' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,비정규직 대체인력여부 예,,정보 신입 / 평균 채용인원 2명,,,,,,2026-09-08 13:48:19
https://job.alio.go.kr/recruitview.do?idx=304454,,,"] ○ 종양미세환경내에서 NK 세포 (자연살상세포) 활성화에 영향을 주는 기질세포 (CAF) 및 면역세포 (TAM) 연구 - NK 세포 지속성 인자 탐색 및 CAR 설계 원리 확립 - CAR 및 TAM 연관 이중 표적 항원 후보 발굴 및 분석 - CAR-NK 개발 및 방사선 병용 효율 증진 연구 [필수사항] ㆍ 박사학위 소지자 - 임용예정일 기준 박사학위 취득 후 5년 이내인 자 또는 박사 학위 취득 예정자 ㆍ 세포생물학, 분자생물학, 의생명과학, 생화학, 면역학 등을 포함한 생물학 관련 전공 ㆍ병역의 의무를 기피한 사실이 없는 자 ㆍ국가공무원법 제33조의 결격사유가 없는 자 ㆍ의학원 인사 및 채용 규정상 결격사유가 없는 자 ㆍ공고마감일 기준 위 기준을 모두 충족하는 자 [",,ㆍ면역세포 연구 및 항체 개발 연구 경력자 ㆍ최근 5년간 SCI(E) 논문 2편 이상 주저자 ㆍFACS 및 형광현미경 분석을 포함한 다양한 생화학/분자생물학 실험 숙련자 채용기간 26.08.18 ~ 26.09.10 등록일 2026.08.18 '동남권원자력의학원' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기,,비정규직 대체인력여부 아니오,,정보 신입 / 평균 채용인원 1명,,,,,,2026-09-08 13:48:19
https://job.alio.go.kr/recruitview.do?idx=304435,,,[보건직 임상병리사] · 진단검사의학과 업무 전반 (교대근무자 업무 포함) [일반업무직 장례지도사] · 장례식장 상례업무 - 장례 절차 및 예식진행 - 상주·조문객 응대 등 장례서비스 제공 - 운영 중인 빈소의 시설 관리 등 [공통 필수사항] ㆍ병역의 의무를 기피한 사실이 없는 자 ㆍ국가공무원법 제33조의 결격사유가 없는 자 ㆍ의학원 인사 및 채용 규정상 결격사유가 없는 자 ㆍ공고마감일 기준 위 기준을 모두 충족하는 자 [,,3-1. 보건직 임상병리사 [필수] ·임상병리사 면허 소지자 [우대] ·200병상 이상 진단검사의학과 근무 1년 이상인 자 3-2. 일반업무직 장례지도사 [필수] ·고등학교 졸업자 또는 같은 수준 이상의 학력이 있다고 인정되는 자 ·장례지도사 자격증 소지자 4.,,비정규직 대체인력여부 예,,정보 신입 / 평균 채용인원 2명,,,,,,2026-09-08 13:48:19
https://job.alio.go.kr/recruitview.do?idx=304510,,,,,"취업지원대상자, 장애인 채용기간 26.09.02 ~ 26.09.17 등록일 2026.09.02 '영화진흥위원회' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,비정규직 대체인력여부 예,,정보 신입 / 평균 채용인원 1명,,,,,,2026-09-08 13:48:20
https://job.alio.go.kr/recruitview.do?idx=304511,,,,,"업지원대상자, 장애인 채용기간 26.09.02 ~ 26.09.17 등록일 2026.09.02 '영화진흥위원회' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,비정규직 대체인력여부 예,,정보 신입 / 평균 채용인원 1명,,,,,,2026-09-08 13:48:20
https://job.alio.go.kr/recruitview.do?idx=304554,,,및 참고사항] ㆍ마취통증의학과 마취 업무 ㆍ의학원 사정에 의하여 타 부서로 배치 및 근무형태 전환 될 수 있음 [필수사항] ㆍ의사 면허 소지자 ㆍ마취통증의학과 전문의 자격증 소지자 ㆍ병역의 의무를 기피한 사실이 없는 자 ㆍ국가공무원법 제33조의 결격사유가 없는 자 ㆍ의학원 인사 및 채용 규정상 결격사유가 없는 자 ㆍ공고마감일 기준 위 기준을 모두 충족하는 자 [,,ㆍ뇌혈관 마취 업무 경력자 ㆍ통증 클리닉 업무 경력자 채용기간 26.09.03 ~ 26.09.16 등록일 2026.09.03 '동남권원자력의학원' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기,,비정규직 대체인력여부 아니오,"평일(월~금) 08:30 ~ 17:30 근무, 한 달에 6~8회 온콜 당직(주말에 요청될 수 있음) [절차] 1. 서류심사 (채용예정인원의 7배수) 2. 면접",정보 신입 / 평균 채용인원 1명,,,,,,2026-09-08 13:48:20
https://job.alio.go.kr/recruitview.do?idx=304569,안전사업처(부산) 청년인턴(사무_장애) ○,,,"- 연령 : 15세 이상 34세 이하 - 학력 : 제한없음 - 자격 : 자동차운전면허 1종 보통 이상 및 자동차정비(검사)산업기사 이상 자격을 모두 소지한 자 - 기타제한 : 공고일 기준 취업중인자 지원 불가 * 청년인턴의 경우, 제대군인지원에 관한 법률 제16조에 따라 제대군인에 대한 채용시험 응시연령 상한 연장(세부적용 기준은 공고문 참고) 결격사유 1. 피성년후견인 2. 파산선고를 받고 복권되지 아니한 자 3. 금고 이상의 실형을 선고받고 그 집행이 끝나거나(집행이 끝난 것으로 보는 경우를 포함한다) 집행이 면제된 날부터 5년이 지나지 아니한 자 4. 금고 이상의 형의 집행유예를 선고받고 그 유예기간이 끝난 날부터 2년이 지나지 아니한 자 5. 금고 이상의 형의 선고유예를 받은 경우에 그 선고유예 기간 중에 있는 자 6. 법원의 판결 또는 다른 법률에 따라 자격이 상실되거나 정지된 자 7. 공단 또는 전 직장에서 재직기간 중 직무와 관련하여 「형법」제355조 및 356조에 규정된 죄를 범한 자로서 300만원 이상의 벌금형을 선고받고 그 형이 확정된 후 2년이 지나지 아니한 자 7의2. 다음 각 목의 어느 하나에 해당하는 죄를 범한 사람으로서 100만원 이상의 벌금형을 선고받고 그 형이 확정된 후 3년이 지나지 아니한 사람 가. 「성폭력범죄의 처벌 등에 관한 특례법」제2조에 따른 성폭력범죄 나. 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」 제74조제1항제2호 및 제3호에 규정된 죄 다. 「스토킹범죄의 처벌 등에 관한 법률」 제2조제2호에 따른 스토킹범죄 7의3. 미성년자에 대한 다음 각 목의 어느 하나에 해당하는 죄를 저질러 파면.해임되거나 형 또는 치료감호를 선고받아 그 형 또는 치료감호가 확정된 사람(집행유예를 선고받은 후 그 집행유예기간이 경과한 사람을 포함한다.) 가. 「성폭력범죄의 처벌 등에 관한 특례법」제2조에 따른 성폭력범죄 나. 「아동.청소년의 성보호에 관한 법률」제2조제2호에 따른 아동.청소년대상 성범죄 8. 공단 또는 전 직장에서 징계로 파면처분을 받은 때부터 5년이 지나지 아니한 자 9. 삭제 <2012.10.30.> 10. 공단 또는 전 직장에서 징계로 해임처분을 받은 때부터 3년이 지나지 아니한 자 11. 채용신체검사 결과 부적합한 자 12. 다른 공공기관에서 부정한 방법으로 채용된 사실이 적발되어 채용이 취소된 자 13. 「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률","국가유공자 등 예우 및 지원에 관한 법률 제29조에 의한 취업지원대상자, 장애인고용촉진 및 직업재활법 상 장애인, 북한이탈주민의 보호 및 정착지원에 관한 법률에 의한 북한이탈주민, 다문화가족지원법에 의한 다문화가족 구성원, 아동",,청년인턴(체험형) 대체인력여부 아니오,,정보 신입 / 평균 채용인원 3명,,,,,,2026-09-08 13:48:21
https://job.alio.go.kr/recruitview.do?idx=304555,,,,,"취업지원대상자, 장애인, 중증장애인, 저소득층, 다문화가족, 북한이탈주민, 자립준비청년, 우수인턴 채용기간 26.09.02 ~ 26.09.17 등록일 2026.09.02 '부산항만공사' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,정규직 대체인력여부 아니오,,정보 신입 / 평균 채용인원 11명,,,,,,2026-09-08 13:48:21
https://job.alio.go.kr/recruitview.do?idx=304650,,,"] ㆍ방사성의약품 제조관리자 및 품질관리자 업무 [필수사항] ㆍ약학대학 졸업자(약학사 학위 소지자) 또는 졸업에정자 ㆍ약사 면허 소지자 또는 취득 예정자 ※ 단, 임용예정일(`27년 3월) 기준 약사면허 소지자에 한함 ㆍ병역의 의무를 기피한 사실이 없는 자 ㆍ국가공무원법 제33조의 결격사유가 없는 자 ㆍ의학원 인사 및 채용 규정상 결격사유가 없는 자 ㆍ공고마감일 기준 위 기준을 모두 충족하는 자 [",,"ㆍ약학, 제약학, 임상약학 등 약학 관련 전공자 ㆍ핵의학, 방사화학, 방사선의과학, 방사선융합의생명, 방사성의약품화학 등 방사성의약품 관련 분야 석사 혹은 박사 학위 소지자 ㆍ방사선취급 관련 면허(방사성동위원소취급자 일반면허, 방사선취급감독자면허 등) 소지자 ㆍ방사선작업종사자 교육 및 GMP·품질관리 관련 교육 이수자 ㆍ방사성의약품 제조·품질관리·품질보증, 의약품 GMP 업무, 병원 약제 업무, 임상시험용 의약품관리 업무 유경험자 채용기간 26.09.07 ~ 26.09.21 등록일 2026.09.07 '동남권원자력의학원' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,정규직 대체인력여부 아니오,,정보 신입 / 평균 채용인원 1명,,,,,,2026-09-08 13:48:21
https://job.alio.go.kr/recruitview.do?idx=304678,,,,,"장애인, 취업지원대상자, 기초생활수급자, 발전소주변지역주민 및 방폐장유치지역 주민 가점 적용 대상자, 북한이탈주민, 다문화가족의 자녀, 자립준비청년, 경력단절여성, 다자녀 부모, (촬영담당) 방송사의 보도국 등에서 뉴스 영상 촬영 업무담당 경력 1년 이상 등 채용기간 26.09.07 ~ 26.09.22 등록일 2026.09.07 '한국수력원자력(주)' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,"무기계약직,정규직 대체인력여부 아니오",,정보 신입 / 평균 채용인원 13명,,,,,,2026-09-08 13:48:22
https://job.alio.go.kr/recruitview.do?idx=304696,,,,,"국가유공자 등에 따른 취업지원대상자(공고문 참고), 「장애인 고용촉진 및 직업재활법」에 따른 장애인 채용기간 26.09.07 ~ 26.09.21 등록일 2026.09.07 '자동차손해배상진흥원' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,청년인턴(체험형) 대체인력여부 아니오,,정보 신입 / 평균 채용인원 1명,,,,,,2026-09-08 13:48:23
https://job.alio.go.kr/recruitview.do?idx=304589,,,,,"국립공원 지역주민, 관련 분야 경력자, 취업지원대상자, 봉사활동 실적 보유자, 취업취약계층 채용기간 26.09.03 ~ 26.09.14 등록일 2026.09.03 '국립공원공단' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기",,비정규직 대체인력여부 아니오,,정보 신입 / 평균 채용인원 7명,,,,,,2026-09-08 13:48:23
https://job.alio.go.kr/recruitview.do?idx=304666,,,,,컴퓨터 조립/OS설치 분야 경력자 채용기간 26.09.07 ~ 26.09.21 등록일 2026.09.07 '한전KDN' 에서 진행중인 채용공고 (최근 1개월 이전 공고) 더보기 상세요강 전체보기,,비정규직 대체인력여부 아니오,,정보 신입 / 평균 채용인원 3명,,,,,,2026-09-08 13:48:23
